mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	0.5	-1	2/4	1/8	3/8			1			firstMeasure	2
2	1	1/2	1/2	2.0	-1	2/4	1/2	0							3
3	2	5/2	5/2	2.0	-1	2/4	1/2	0							4
4	3	9/2	9/2	2.0	-1	2/4	1/2	0							5
5	4	13/2	13/2	2.0	-1	2/4	1/2	0							6
6	5	17/2	17/2	2.0	-1	2/4	1/2	0					line		7
7	6	21/2	21/2	2.0	-1	2/4	1/2	0							8
8	7	25/2	25/2	2.0	-1	2/4	1/2	0							9
9	8	29/2	29/2	2.0	-1	2/4	1/2	0							10
10	9	33/2	33/2	2.0	-1	2/4	1/2	0						start	11
11	10	37/2	37/2	2.0	-1	2/4	1/2	0							12
12	11	41/2	41/2	2.0	-1	2/4	1/2	0					line		13
13	12	45/2	45/2	2.0	-1	2/4	1/2	0							14
14	13	49/2	49/2	2.0	-1	2/4	1/2	0							15
15	14	53/2	53/2	2.0	-1	2/4	1/2	0							16
16	15	57/2	57/2	2.0	-1	2/4	1/2	0							17
17	16	61/2	61/2	2.0	-1	2/4	1/2	0					line		18
18	17	65/2	65/2	2.0	-1	2/4	1/2	0							19
19	18	69/2	69/2	2.0	-1	2/4	1/2	0							20
20	19	73/2	73/2	2.0	-1	2/4	1/2	0							21
21	20	77/2	77/2	2.0	-1	2/4	1/2	0							22
22	21	81/2	81/2	2.0	-1	2/4	1/2	0					line		23
23	22	85/2	85/2	2.0	-1	2/4	1/2	0							24
24	23	89/2	89/2	2.0	-1	2/4	1/2	0							25, 26
25	24		93/2	2.0	-1	2/4	1/2	0	1					end	10
26	24	93/2	97/2	2.0	-1	2/4	1/2	0	2		1				27
27	25	97/2	101/2	2.0	-1	2/4	1/2	0							28
28	26	101/2	105/2	2.0	-1	2/4	1/2	0					line		29
29	27	105/2	109/2	2.0	-1	2/4	1/2	0							30
30	28	109/2	113/2	2.0	-1	2/4	1/2	0							31
31	29	113/2	117/2	2.0	-1	2/4	1/2	0							32
32	30	117/2	121/2	2.0	-1	2/4	1/2	0							33
33	31	121/2	125/2	2.0	-1	2/4	1/2	0							34
34	32	125/2	129/2	2.0	-1	2/4	1/2	0				end	section	lastMeasure	-1
