mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	0	5	2/8	1/16	3/16	firstMeasure				1	2
2	1	5	2/8	1/4	0						3
3	2	5	2/8	1/4	0						4
4	3	5	2/8	1/4	0						5
5	4	5	2/8	1/4	0						6
6	5	5	2/8	1/4	0						7
7	6	5	2/8	1/4	0						8
8	7	5	2/8	1/4	0						9
9	8	5	2/8	1/4	0						10
10	9	5	2/8	1/4	0						11
11	10	5	2/8	1/4	0						12
12	11	5	2/8	1/4	0						13
13	12	5	2/8	1/4	0						14
14	13	5	2/8	1/4	0						15
15	14	5	2/8	1/4	0						16
16	15	5	2/8	1/4	0						17
17	16	5	2/8	1/4	0						18
18	17	5	2/8	1/4	0						19
19	18	5	2/8	1/4	0						20
20	19	5	2/8	1/4	0						21
21	20	5	2/8	1/4	0						22
22	21	5	2/8	1/4	0						23
23	22	5	2/8	1/4	0						24
24	23	5	2/8	1/4	0						25
25	24	5	2/8	1/4	0						26
26	25	5	2/8	1/4	0						27
27	26	5	2/8	1/4	0						28
28	27	5	2/8	1/4	0						29
29	28	5	2/8	1/4	0						30
30	29	5	2/8	1/4	0						31
31	30	5	2/8	1/4	0						32
32	31	5	2/8	1/4	0						33
33	32	5	2/8	1/4	0						34
34	33	5	2/8	1/4	0						35
35	34	5	2/8	1/4	0						36
36	35	5	2/8	1/4	0						37
37	36	5	2/8	1/4	0						38
38	37	5	2/8	1/4	0						39
39	38	5	2/8	1/4	0						40
40	39	5	2/8	1/4	0						41
41	40	5	2/8	1/4	0						42
42	41	5	2/8	1/4	0						43
43	42	5	2/8	1/4	0						44
44	43	5	2/8	1/4	0						45
45	44	5	2/8	1/4	0						46
46	45	5	2/8	1/4	0						47
47	46	5	2/8	1/4	0						48
48	47	5	2/8	1/4	0						49
49	48	5	2/8	1/4	0						50
50	49	5	2/8	1/4	0						51
51	50	5	2/8	1/4	0						52
52	51	5	2/8	1/4	0						53
53	52	5	2/8	1/4	0						54
54	52	5	2/8	1/4	0					1	55
55	53	5	2/8	1/4	0						56
56	54	5	2/8	1/4	0						57
57	55	5	2/8	1/4	0						58
58	56	5	2/8	1/2	0	lastMeasure		end			-1
