mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	2/4	2	2	1/4	1/4	1		4	52		9
1	1	0	0	2/4	2	2	1/4	1/4	1		1	55		9
1	1	0	0	2/4	2	1	1/8	1/8	1		5	59		4
1	1	1/8	1/8	2/4	2	1	1/16	1/16	1		0	60		5
1	1	3/16	3/16	2/4	2	1	1/16	1/16	1		5	59		6
1	1	1/4	1/4	2/4	2	2	1/4	1/4	1		9	51		10
1	1	1/4	1/4	2/4	2	2	1/4	1/4	1		6	54		10
1	1	1/4	1/4	2/4	2	1	1/16	1/16	1		5	59		7
1	1	1/4	1/4	2/4	1	1	1/8	1/8	1		5	71		0
1	1	1/4	1/4	2/4	1	2	1/4	1/4	1		5	71		3
1	1	5/16	5/16	2/4	2	1	3/16	1/8	3/2		6	66		8
1	1	3/8	3/8	2/4	1	1	1/16	1/16	1		6	78		1
1	1	7/16	7/16	2/4	1	1	1/16	1/16	1		5	71		2
2	2	0	0	2/4	2	2	1/4	1/4	1		4	52		23
2	2	0	0	2/4	2	2	1/4	1/4	1		1	55		23
2	2	0	0	2/4	2	1	1/8	1/8	1		5	59		18
2	2	0	0	2/4	1	1	1/16	1/16	1		5	71		11
2	2	0	0	2/4	1	2	1/4	1/4	1		5	71		16
2	2	1/16	1/16	2/4	1	1	3/16	1/8	3/2		1	79		12
2	2	1/8	1/8	2/4	2	1	1/16	1/16	1		0	60		19
2	2	3/16	3/16	2/4	2	1	1/16	1/16	1		5	59		20
2	2	1/4	1/4	2/4	2	2	1/4	1/4	1		9	51		24
2	2	1/4	1/4	2/4	2	2	1/4	1/4	1		6	54		24
2	2	1/4	1/4	2/4	2	1	1/16	1/16	1		5	59		21
2	2	1/4	1/4	2/4	1	1	1/8	1/8	1		5	71		13
2	2	1/4	1/4	2/4	1	2	1/4	1/4	1		5	71		17
2	2	5/16	5/16	2/4	2	1	3/16	1/8	3/2		6	66		22
2	2	3/8	3/8	2/4	1	1	1/16	1/16	1		6	78		14
2	2	7/16	7/16	2/4	1	1	1/16	1/16	1		5	71		15
3	3	0	0	2/4	2	2	1/4	1/4	1		4	52		37
3	3	0	0	2/4	2	2	1/4	1/4	1		1	55		37
