mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
15	14	0	0	2/8	2	1	V7(9)						g#	v		V7(9)	V		7	9				Mm7	1	1	10, 14, 11, 8	5	10.0	10.0	1	9	0.1	0.0625	0.8125	0.07142857142857142
16	15	0	0	2/8	2	1	i|PAC}						g#	v		i	i					PAC	}	m	1	1	9, 6, 10		9.0	9.0	0	16	0.0	0.0	1.6875	0.0
18	17	0	0	2/8	2	1	i.V[#viio43						g#	i	V	#viio43	#vii	o	43					o7	1	1	7, 4, 13, 10		13.0	7.0	2	7	0.2222222222222222	0.125	0.5625	0.18181818181818182
19	18	0	0	2/8	2	1	i6						g#	i	V	i6	i		6					m	1	1	5, 9, 8		8.0	5.0	1	8	0.1111111111111111	0.0625	0.625	0.09090909090909091
20	19	0	0	2/8	2	1	viio43/V						g#	i	V	viio43/V	vii	o	43		V			o7	1	1	8, 5, 14, 11		14.0	8.0	1	8	0.1111111111111111	0.0625	0.625	0.09090909090909091
21	20	0	0	2/8	2	1	V]|HC}						g#	i	V	V	V					HC	}	M	1	1	9, 13, 10		9.0	9.0	1	13	0.07142857142857142	0.0625	1.375	0.043478260869565216
23	22	0	0	2/8	2	1	i						g#	i		i	i							m	1	1	8, 5, 9		8.0	8.0	1	8	0.1111111111111111	0.0625	0.625	0.09090909090909091
24	23	0	0	2/8	2	1	ii65/III						g#	i		ii65/III	ii		65		III			mm7	1	1	4, 8, 5, 7		7.0	4.0	1	8	0.1111111111111111	0.0625	0.8125	0.07142857142857142
24	23	3/16	3/16	2/8	2	1	ii%65/III	-3.21362	4.22257		/	ii65(b5)/III	g#	i		ii%65/III	ii	%	65		III			%7	1	1	4, 1, 5, 7		7.0	4.0	0	2	0.0	0.0	0.125	0.0
25	24	0	0	2/8	2	1	V7/III	0.169138	6.29482	-1.86793	/		g#	i		V7/III	V		7		III			Mm7	1	1	6, 10, 7, 4		6.0	6.0	0	2	0.0	0.0	0.125	0.0
25	24	1/16	1/16	2/8	2	1	V7(13)/III						g#	i		V7(13)/III	V		7	13	III			Mm7	1	1	6, 10, 7, 4	9	6.0	6.0	0	7	0.0	0.0	0.75	0.0
25	24	3/16	3/16	2/8	2	1	V7/III	-2.62164	3.64739		/		g#	i		V7/III	V		7		III			Mm7	1	1	6, 10, 7, 4		6.0	6.0	0	2	0.0	0.0	0.125	0.0
26	25	0	0	2/8	2	1	III	0.084569	6.03837		/		g#	i		III	III							M	1	1	5, 9, 6		5.0	5.0	1	8	0.1111111111111111	0.0625	0.5625	0.1
27	26	0	0	2/8	2	1	V7(6)}						g#	i		V7(6)	V		7	6			}	Mm7	1	1	9, 13, 5, 7		9.0	9.0	0	7	0.0	0.0	0.53125	0.0
27	26	3/16	3/16	2/8	2	1	V7|HC						g#	i		V7	V		7			HC		Mm7	1	1	9, 13, 10, 7		9.0	9.0	0	3	0.0	0.0	0.15625	0.0
28	27	0	0	2/8	2	1	i[i						g#	i	i	i	i							m	1	1	8, 5, 9		8.0	8.0	1	11	0.08333333333333333	0.0625	0.8125	0.07142857142857142
29	28	1/16	1/16	2/8	2	1	V7						g#	i	i	V7	V		7					Mm7	1	1	9, 13, 10, 7		9.0	9.0	1	8	0.1111111111111111	0.0625	0.625	0.09090909090909091
30	29	1/16	1/16	2/8	2	1	i]						g#	i	i	i	i							m	1	1	8, 5, 9		8.0	8.0	1	6	0.14285714285714285	0.0625	0.5	0.1111111111111111
31	30	0	0	2/8	2	1	III.ii%43						g#	III		ii%43	ii	%	43					%7	1	0	1, 5, 7, 4		7.0	1.0	1	8	0.1111111111111111	0.0625	0.625	0.09090909090909091
32	31	0	0	2/8	2	1	V(64)						g#	III		V(64)	V			64				M	1	0	6, 5, 9		6.0	6.0	2	7	0.2222222222222222	0.125	0.5625	0.18181818181818182
33	32	0	0	2/8	2	1	V7						g#	III		V7	V		7					Mm7	1	0	6, 10, 7, 4		6.0	6.0	1	8	0.1111111111111111	0.0625	0.625	0.09090909090909091
34	33	0	0	2/8	2	1	I|PAC}						g#	III		I	I					PAC	}	M	1	0	5, 9, 6		5.0	5.0	0	15	0.0	0.0	1.625	0.0
35	34	3/16	3/16	2/8	2	1	V{						g#	III		V	V						{	M	1	0	6, 10, 7		6.0	6.0	0	1	0.0	0.0	0.0625	0.0
36	35	0	0	2/8	2	1	I[I						g#	III	I	I	I							M	1	0	5, 9, 6		5.0	5.0	0	9	0.0	0.0	0.6875	0.0
37	36	0	0	2/8	2	1	V7(b9)						g#	III	I	V7(b9)	V		7	b9				Mm7	1	0	6, 10, 7, 4	1	6.0	6.0	2	8	0.2	0.125	0.75	0.14285714285714285
38	37	0	0	2/8	2	1	I]						g#	III	I	I	I							M	1	0	5, 9, 6		5.0	5.0	2	7	0.2222222222222222	0.125	0.5625	0.18181818181818182
39	38	0	0	2/8	2	1	V43/V						g#	III		V43/V	V		43		V			Mm7	1	0	8, 5, 7, 11		7.0	8.0	0	2	0.0	0.0	0.125	0.0
39	38	1/16	1/16	2/8	2	1	V43(9)/V						g#	III		V43(9)/V	V		43	9	V			Mm7	1	0	8, 5, 7, 11	9	7.0	8.0	0	7	0.0	0.0	0.5625	0.0
40	39	0	0	2/8	2	1	v.V(64)						g#	v		V(64)	V			64				M	1	1	10, 9, 6		10.0	10.0	2	7	0.2222222222222222	0.125	0.5625	0.18181818181818182
41	40	0	0	2/8	2	1	V7(9)						g#	v		V7(9)	V		7	9				Mm7	1	1	10, 14, 11, 8	5	10.0	10.0	1	9	0.1	0.0625	0.8125	0.07142857142857142
42	41	0	0	2/8	2	1	i|PAC}						g#	v		i	i					PAC	}	m	1	1	9, 6, 10		9.0	9.0	0	16	0.0	0.0	1.6875	0.0
44	43	0	0	2/8	2	1	i.V[#viio43						g#	i	V	#viio43	#vii	o	43					o7	1	1	7, 4, 13, 10		13.0	7.0	2	7	0.2222222222222222	0.125	0.5625	0.18181818181818182
45	44	0	0	2/8	2	1	i6						g#	i	V	i6	i		6					m	1	1	5, 9, 8		8.0	5.0	1	8	0.1111111111111111	0.0625	0.625	0.09090909090909091
46	45	0	0	2/8	2	1	viio43/V						g#	i	V	viio43/V	vii	o	43		V			o7	1	1	8, 5, 14, 11		14.0	8.0	1	8	0.1111111111111111	0.0625	0.625	0.09090909090909091
47	46	0	0	2/8	2	1	V]|HC}						g#	i	V	V	V					HC	}	M	1	1	9, 13, 10		9.0	9.0	1	13	0.07142857142857142	0.0625	1.375	0.043478260869565216
49	48	0	0	2/8	2	1	i						g#	i		i	i							m	1	1	8, 5, 9		8.0	8.0	1	8	0.1111111111111111	0.0625	0.625	0.09090909090909091
50	49	0	0	2/8	2	1	ii65/III						g#	i		ii65/III	ii		65		III			mm7	1	1	4, 8, 5, 7		7.0	4.0	1	8	0.1111111111111111	0.0625	0.8125	0.07142857142857142
50	49	3/16	3/16	2/8	2	1	ii%65/III	-0.119599	5.05478		/	ii65(b5)/III	g#	i		ii%65/III	ii	%	65		III			%7	1	1	4, 1, 5, 7		7.0	4.0	0	2	0.0	0.0	0.125	0.0
51	50	0	0	2/8	2	1	V7/III						g#	i		V7/III	V		7		III			Mm7	1	1	6, 10, 7, 4		6.0	6.0	0	2	0.0	0.0	0.125	0.0
51	50	1/16	1/16	2/8	2	1	V7(13)/III						g#	i		V7(13)/III	V		7	13	III			Mm7	1	1	6, 10, 7, 4	9	6.0	6.0	0	7	0.0	0.0	0.75	0.0
51	50	3/16	3/16	2/8	2	1	V7/III						g#	i		V7/III	V		7		III			Mm7	1	1	6, 10, 7, 4		6.0	6.0	0	2	0.0	0.0	0.125	0.0
52	51	0	0	2/8	2	1	III						g#	i		III	III							M	1	1	5, 9, 6		5.0	5.0	1	8	0.1111111111111111	0.0625	0.5625	0.1
53	52	0	0	2/8	2	1	V7(6)}						g#	i		V7(6)	V		7	6			}	Mm7	1	1	9, 13, 5, 7		9.0	9.0	0	7	0.0	0.0	0.53125	0.0
53	52	3/16	3/16	2/8	2	1	V7|HC						g#	i		V7	V		7			HC		Mm7	1	1	9, 13, 10, 7		9.0	9.0	0	3	0.0	0.0	0.15625	0.0
54	53	0	0	2/8	2	1	i						g#	i		i	i							m	1	1	8, 5, 9		8.0	8.0	5	34	0.1282051282051282	0.3125	3.8125	0.07575757575757576
