mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	2/4	2	1	F.V{					F	I		V	V						{	M	0	0	0, 4, 1		0.0	0.0	0	1	0.0	0.0	0.125	0.0
2	1	0	0	2/4	2	1	I	0.915385	-6.53846	/		F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
2	1	3/8	3/8	2/4	2	1	V7/IV	-2.09231	-6.53846	/		F	I		V7/IV	V		7		IV			Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
3	2	0	0	2/4	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2.0	-2.0	1	5	0.16666666666666666	0.125	1.125	0.1
3	2	1/4	1/4	2/4	2	1	ii7					F	I		ii7	ii		7					mm7	0	0	1, -2, 2, -1		1.0	1.0	0	6	0.0	0.0	0.75	0.0
4	3	0	0	2/4	2	1	V					F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	0	2	0.0	0.0	0.5	0.0
4	3	1/8	1/8	2/4	2	1	V7					F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0.0	0.0	2	9	0.18181818181818182	0.25	1.375	0.15384615384615385
5	4	0	0	2/4	2	1	I|IAC}					F	I		I	I					IAC	}	M	0	0	-1, 3, 0		-1.0	-1.0	1	16	0.058823529411764705	0.125	3.125	0.038461538461538464
6	5	3/8	3/8	2/4	2	1	V7/IV	-1.30769	-9.15385	/		F	I		V7/IV	V		7		IV			Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	0	4	0.0	0.0	0.5	0.0
7	6	0	0	2/4	2	1	IV	0	-9.15385	/		F	I		IV	IV							M	0	0	-2, 2, -1		-2.0	-2.0	1	5	0.16666666666666666	0.125	1.125	0.1
7	6	1/4	1/4	2/4	2	1	ii7	0	-9.15385	/		F	I		ii7	ii		7					mm7	0	0	1, -2, 2, -1		1.0	1.0	0	6	0.0	0.0	0.75	0.0
8	7	0	0	2/4	2	1	V					F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	0	2	0.0	0.0	0.5	0.0
8	7	1/8	1/8	2/4	2	1	V7					F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0.0	0.0	2	9	0.18181818181818182	0.25	1.375	0.15384615384615385
