mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	e.i{						e	i		i	i						{	m	1	1	4, 1, 5		4	4	1	4	0.2	0.0625	0.6875	0.08333333333333333
1	1	1/4	1/4	2/4	2	1	V6						e	i		V6	V		6					M	1	1	9, 6, 5		5	9	0	8	0.0	0.0	1.25	0.0
2	2	0	0	2/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4	4	1	7	0.125	0.0625	1.1875	0.05
2	2	1/4	1/4	2/4	2	1	V6						e	i		V6	V		6					M	1	1	9, 6, 5		5	9	0	8	0.0	0.0	1.25	0.0
3	3	0	0	2/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4	4	1	7	0.125	0.0625	1.1875	0.05
3	3	1/4	1/4	2/4	2	1	v6						e	i		v6	v		6					m	1	1	2, 6, 5		5	2	0	8	0.0	0.0	1.25	0.0
4	4	0	0	2/4	2	1	VIM7						e	i		VIM7	VI	M	7					MM7	1	1	0, 4, 1, 5		0	0	0	8	0.0	0.0	1.25	0.0
4	4	1/4	1/4	2/4	2	1	V|HC}						e	i		V	V					HC	}	M	1	1	5, 9, 6		5	5	0	8	0.0	0.0	1.25	0.0
5	5	0	0	2/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4	4	1	7	0.125	0.0625	1.1875	0.05
5	5	1/4	1/4	2/4	2	1	V6						e	i		V6	V		6					M	1	1	9, 6, 5		5	9	0	8	0.0	0.0	1.25	0.0
6	6	0	0	2/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4	4	1	7	0.125	0.0625	1.1875	0.05
6	6	1/4	1/4	2/4	2	1	V6						e	i		V6	V		6					M	1	1	9, 6, 5		5	9	0	8	0.0	0.0	1.25	0.0
7	7	0	0	2/4	2	1	i						e	i		i	i							m	1	1	4, 1, 5		4	4	1	7	0.125	0.0625	1.1875	0.05
