mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
8	7	3/16	#viio/vi	A	I		#viio/vi	#vii	o			vi		o	0	0	8, 5, 2		8.0	8.0
8	7	1/4	vi	A	I		vi	vi						m	0	0	3, 0, 4		3.0	3.0
8	7	1/2	ii6	A	I		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
9	8	0	V	A	I		V	V						M	0	0	1, 5, 2		1.0	1.0
9	8	1/4	I\\	A	I		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
11	9	0	IV.I	A	IV		I	I						M	0	0	0, 4, 1		0.0	0.0
11	9	1/2	I6	A	IV		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
12	10	0	ii2	A	IV		ii2	ii		2				mm7	0	0	0, 2, -1, 3		2.0	0.0
12	10	1/2	ii65	A	IV		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2.0	-1.0
13	11	0	V7	A	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
13	11	1/4	V65	A	IV		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
14	12	0	V7/IV	A	IV		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0.0	0.0
14	12	1/2	V65/IV	A	IV		V65/IV	V		65		IV		Mm7	0	0	4, 1, -2, 0		0.0	4.0
15	13	0	IV(4)	A	IV		IV(4)	IV			4			M	0	0	-1, 5, 0		-1.0	-1.0
15	13	1/4	IV6(11)	A	IV		IV6(11)	IV		6	11			M	0	0	3, 0, -1	5	-1.0	3.0
15	13	1/2	IV64(4)	A	IV		IV64(4)	IV		64	4			M	0	0	0, -1, 5		-1.0	0.0
16	14	0	IV64	A	IV		IV64	IV		64				M	0	0	0, -1, 3		-1.0	0.0
16	14	1/4	IV6	A	IV		IV6	IV		6				M	0	0	3, 0, -1		-1.0	3.0
16	14	1/2	I64	A	IV		I64	I		64				M	0	0	1, 0, 4		0.0	1.0
17	15	0	ii65	A	IV		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2.0	-1.0
17	15	3/16	vi64	A	IV		vi64	vi		64				m	0	0	4, 3, 0		3.0	4.0
17	15	1/4	ii7	A	IV		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2.0	2.0
17	15	1/2	V7	A	IV		V7	V		7				Mm7	0	0	1, 5, 2, -1		1.0	1.0
18	15	0	I\\	A	IV		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
19	16	1/2	I.I	A	I		I	I						M	0	0	0, 4, 1		0.0	0.0
19	16	5/8	I6	A	I		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
20	17	0	V	A	I		V	V						M	0	0	1, 5, 2		1.0	1.0
20	17	3/16	#viio7iii	A	I										0	0				
20	17	1/4	iii	A	I		iii	iii						m	0	0	4, 1, 5		4.0	4.0
20	17	1/2	vi6	A	I		vi6	vi		6				m	0	0	0, 4, 3		3.0	0.0
21	18	0	V/V	A	I		V/V	V				V		M	0	0	2, 6, 3		2.0	2.0
21	18	1/4	V	A	I		V	V						M	0	0	1, 5, 2		1.0	1.0
21	18	1/2	ii64	A	I		ii64	ii		64				m	0	0	3, 2, -1		2.0	3.0
21	18	5/8	V65	A	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
22	19	0	I	A	I		I	I						M	0	0	0, 4, 1		0.0	0.0
22	19	3/16	#viio/vi	A	I		#viio/vi	#vii	o			vi		o	0	0	8, 5, 2		8.0	8.0
22	19	1/4	vi	A	I		vi	vi						m	0	0	3, 0, 4		3.0	3.0
22	19	1/2	ii	A	I		ii	ii						m	0	0	2, -1, 3		2.0	2.0
23	20	0	V	A	I		V	V						M	0	0	1, 5, 2		1.0	1.0
23	20	1/4	I\\	A	I		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
23	20	5/8	I6	A	I		I6	I		6				M	0	0	4, 1, 0		0.0	4.0
24	21	0	V	A	I		V	V						M	0	0	1, 5, 2		1.0	1.0
24	21	3/16	#viio7/iii	A	I		#viio7/iii	#vii	o	7		iii		o7	0	0	9, 6, 3, 0		9.0	9.0
24	21	1/4	iii	A	I		iii	iii						m	0	0	4, 1, 5		4.0	4.0
24	21	1/2	vi6	A	I		vi6	vi		6				m	0	0	0, 4, 3		3.0	0.0
25	22	0	V/V	A	I		V/V	V				V		M	0	0	2, 6, 3		2.0	2.0
25	22	1/4	V	A	I		V	V						M	0	0	1, 5, 2		1.0	1.0
25	22	1/2	ii64	A	I		ii64	ii		64				m	0	0	3, 2, -1		2.0	3.0
25	22	5/8	V65	A	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1.0	5.0
26	23	0	I	A	I		I	I						M	0	0	0, 4, 1		0.0	0.0
26	23	3/16	#viio/vi	A	I		#viio/vi	#vii	o			vi		o	0	0	8, 5, 2		8.0	8.0
26	23	1/4	vi	A	I		vi	vi						m	0	0	3, 0, 4		3.0	3.0
26	23	1/2	ii6	A	I		ii6	ii		6				m	0	0	-1, 3, 2		2.0	-1.0
27	24	0	V	A	I		V	V						M	0	0	1, 5, 2		1.0	1.0
27	24	1/4	I\\	A	I		I	I					\\	M	0	0	0, 4, 1		0.0	0.0
