mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	0.5	0	3/8	2/4	2	1		F.V{	F	I		V	V						{	M	0	0	1, 5, 2		1	1
2	1	1/2	1/2	1.5	0	0	2/4	2	1		I	F	I		I	I							M	0	0	0, 4, 1		0	0
2	1	2	2	0.5	3/8	3/8	2/4	2	1		V7/IV	F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
3	2	5/2	5/2	1.0	0	0	2/4	2	1		IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	2	7/2	7/2	1.0	1/4	1/4	2/4	2	1		ii7	F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
4	3	9/2	9/2	0.5	0	0	2/4	2	1		V	F	I		V	V							M	0	0	1, 5, 2		1	1
4	3	5	5	1.5	1/8	1/8	2/4	2	1		V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	13/2	13/2	3.5	0	0	2/4	2	1		I|IAC}	F	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
5	4	8	8	0.0	3/8	3/8	2/4	2	1		{	F	I									{		0	0				
6	5	10	10	0.5	3/8	3/8	2/4	2	1		V7/IV	F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
7	6	21/2	21/2	1.0	0	0	2/4	2	1		IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	6	23/2	23/2	1.0	1/4	1/4	2/4	2	1		ii7	F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
8	7	25/2	25/2	0.5	0	0	2/4	2	1		V	F	I		V	V							M	0	0	1, 5, 2		1	1
8	7	13	13	1.5	1/8	1/8	2/4	2	1		V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	29/2	29/2	2.0	0	0	2/4	2	1		I|IAC}	F	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
9	8	16	16	0.0	3/8	3/8	2/4	2	1		{	F	I									{		0	0				
10	9	33/2	33/2	2.0	0	0	2/4	2	1		V[V7	F	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	10	37/2	37/2	2.0	0	0	2/4	2	1		V7/ii	F	I	V	V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
12	11	41/2	41/2	1.5	0	0	2/4	2	1		ii	F	I	V	ii	ii							m	0	0	2, -1, 3		2	2
12	11	22	22	0.5	3/8	3/8	2/4	2	1		V65/ii	F	I	V	V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
13	12	45/2	45/2	2.0	0	0	2/4	2	1		ii	F	I	V	ii	ii							m	0	0	2, -1, 3		2	2
14	13	49/2	49/2	2.0	0	0	2/4	2	1		V7/ii	F	I	V	V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
15	14	53/2	53/2	2.0	0	0	2/4	2	1		V43/iii	F	I	V	V43/iii	V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6
16	15	57/2	57/2	1.5	0	0	2/4	2	1		iii	F	I	V	iii	iii							m	0	0	4, 1, 5		4	4
