mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	15	30	30	1.0	3/8	3/8	2/4	2	1		V65/iii	F	I	V	V65/iii	V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
17	16	31	31	1.0	1/8	1/8	2/4	2	1		iii	F	I	V	iii	iii							m	0	0	4, 1, 5		4	4
17	16	32	32	0.5	3/8	3/8	2/4	2	1		V7]	F	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	17	65/2	65/2	1.5	0	0	2/4	2	1		I|PAC}{	F	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
18	17	34	34	0.5	3/8	3/8	2/4	2	1		V7/IV	F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
19	18	69/2	69/2	1.0	0	0	2/4	2	1		IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
19	18	71/2	71/2	1.0	1/4	1/4	2/4	2	1		ii7	F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
20	19	73/2	73/2	0.5	0	0	2/4	2	1		V	F	I		V	V							M	0	0	1, 5, 2		1	1
20	19	37	37	1.5	1/8	1/8	2/4	2	1		V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	20	77/2	77/2	3.5	0	0	2/4	2	1		I|IAC}	F	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
21	20	40	40	0.0	3/8	3/8	2/4	2	1		{	F	I									{		0	0				
22	21	42	42	0.5	3/8	3/8	2/4	2	1		V7/IV	F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
23	22	85/2	85/2	1.0	0	0	2/4	2	1		IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
23	22	87/2	87/2	0.5	1/4	1/4	2/4	2	1		ii7	F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
23	22	44	44	0.5	3/8	3/8	2/4	2	1		V7/V	F	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
24	23	89/2	89/2	1.0	0	0	2/4	2	1		V(64)	F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
24	23	91/2	91/2	1.0	1/4	1/4	2/4	2	1		V7	F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	24		93/2		0	0	2/4	2	1	1	I|PAC}	F	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
25	24		48	0.0	3/8	3/8	2/4	2	1	1	{	F	I									{		0	0				
26	24	93/2	97/2	2.0	0	0	2/4	2	1	2	I|PAC}	F	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
26	24	48	50	0.0	3/8	3/8	2/4	2	1	2	{	F	I									{		0	0				
27	25	97/2	101/2	0.5	0	0	2/4	2	1		viio7/V	F	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
27	25	49	51	0.5	1/8	1/8	2/4	2	1		V	F	I		V	V							M	0	0	1, 5, 2		1	1
27	25	99/2	103/2	0.5	1/4	1/4	2/4	2	1		viio7/V	F	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
27	25	50	52	0.5	3/8	3/8	2/4	2	1		V	F	I		V	V							M	0	0	1, 5, 2		1	1
28	26	101/2	105/2	0.5	0	0	2/4	2	1		viio/IV	F	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
28	26	51	53	0.5	1/8	1/8	2/4	2	1		IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
28	26	103/2	107/2	0.5	1/4	1/4	2/4	2	1		ii%7	F	I		ii%7	ii	%	7					%7	0	0	2, -1, -4, 0		2	2
28	26	52	54	0.5	3/8	3/8	2/4	2	1		I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
29	27	105/2	109/2	0.5	0	0	2/4	2	1		ii65	F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
29	27	53	55	0.5	1/8	1/8	2/4	2	1		ii7	F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
29	27	107/2	111/2	0.5	1/4	1/4	2/4	2	1		V(6)	F	I		V(6)	V			6				M	0	0	1, 5, 4		1	1
29	27	54	56	0.5	3/8	3/8	2/4	2	1		V2(6)	F	I		V2(6)	V		2	6				Mm7	0	0	-1, 1, 5, 4		1	-1
30	28	109/2	113/2	0.5	0	0	2/4	2	1		I6|IAC}	F	I		I6	I		6			IAC	}	M	0	0	4, 1, 0		0	4
30	28	55	57	0.5	1/8	1/8	2/4	2	1		I	F	I		I	I							M	0	0	0, 4, 1		0	0
30	28	111/2	115/2	1.0	1/4	1/4	2/4	2	1		I64	F	I		I64	I		64					M	0	0	1, 0, 4		0	1
30	28	56	58	0.0	3/8	3/8	2/4	2	1		{	F	I									{		0	0				
31	29	113/2	117/2	0.5	0	0	2/4	2	1		viio7/V	F	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
31	29	57	59	0.5	1/8	1/8	2/4	2	1		V	F	I		V	V							M	0	0	1, 5, 2		1	1
31	29	115/2	119/2	0.5	1/4	1/4	2/4	2	1		viio7/V	F	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
31	29	58	60	0.5	3/8	3/8	2/4	2	1		V	F	I		V	V							M	0	0	1, 5, 2		1	1
32	30	117/2	121/2	0.5	0	0	2/4	2	1		viio/IV	F	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
32	30	59	61	0.5	1/8	1/8	2/4	2	1		IV	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
32	30	119/2	123/2	0.5	1/4	1/4	2/4	2	1		ii%7	F	I		ii%7	ii	%	7					%7	0	0	2, -1, -4, 0		2	2
32	30	60	62	0.5	3/8	3/8	2/4	2	1		I6	F	I		I6	I		6					M	0	0	4, 1, 0		0	4
33	31	121/2	125/2	0.5	0	0	2/4	2	1		ii65	F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
33	31	61	63	0.5	1/8	1/8	2/4	2	1		ii7	F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
33	31	123/2	127/2	1.0	1/4	1/4	2/4	2	1		V(6)	F	I		V(6)	V			6				M	0	0	1, 5, 4		1	1
34	32	125/2	129/2	2.0	0	0	2/4	2	1		I|PAC}	F	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
