mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
10	9		33/2		0	0	2/4	2	1	1	V65	D	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	9		17		1/8	1/8	2/4	2	1	1	V7|HC	D	I		V7	V		7			HC		Mm7	0	0	1, 5, 2, -1		1	1
10	9		18		3/8	3/8	2/4	2	1	1	V65	D	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
11	8	29/2	37/2	0.5	0	0	2/4	2	1	2	V7	D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	8	15	19	0.5	1/8	1/8	2/4	2	1	2	IV6	D	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
11	8	31/2	39/2	0.5	1/4	1/4	2/4	2	1	2	V65(#4)	D	I		V65(#4)	V		65	#4				Mm7	0	0	5, 7, -1, 1		1	5
11	8	16	20	0.5	3/8	3/8	2/4	2	1	2	bIII.V(+6)	D	bIII		V(+6)	V			+6				M	0	0	1, 5, 2	4	1	1
12	9	33/2	41/2	1.5	0	0	2/4	2	1	2	V7	D	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	9	18	22	0.5	3/8	3/8	2/4	2	1	2	V65	D	bIII		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	10	37/2	45/2	2.0	0	0	2/4	2	1		V(64)	D	bIII		V(64)	V			64				M	0	0	1, 0, 4		1	1
14	11	41/2	49/2	1.5	0	0	2/4	2	1		V7	D	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	11	22	26	0.5	3/8	3/8	2/4	2	1		V7(9)	D	bIII		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
15	12	45/2	53/2	0.5	0	0	2/4	2	1		I	D	bIII		I	I							M	0	0	0, 4, 1		0	0
15	12	23	27	0.5	1/8	1/8	2/4	2	1		I6	D	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
15	12	47/2	55/2	0.5	1/4	1/4	2/4	2	1		V|HC}	D	bIII		V	V					HC	}	M	0	0	1, 5, 2		1	1
15	12	24	28	0.5	3/8	3/8	2/4	2	1		V(+6){	D	bIII		V(+6)	V			+6			{	M	0	0	1, 5, 2	4	1	1
16	13	49/2	57/2	1.5	0	0	2/4	2	1		V7	D	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	13	26	30	0.5	3/8	3/8	2/4	2	1		I.viio7	D	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
17	14	53/2	61/2	0.5	0	0	2/4	2	1		I	D	I		I	I							M	0	0	0, 4, 1		0	0
17	14	27	31	0.5	1/8	1/8	2/4	2	1		V43	D	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
17	14	55/2	63/2	0.5	1/4	1/4	2/4	2	1		I6(9#2)	D	I		I6(9#2)	I		6	9#2				M	0	0	9, 1, 0	2	0	9
17	14	28	32	0.5	3/8	3/8	2/4	2	1		I6	D	I		I6	I		6					M	0	0	4, 1, 0		0	4
18	15	57/2	65/2	0.5	0	0	2/4	2	1		IV	D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	15	29	33	0.5	1/8	1/8	2/4	2	1		V43/IV	D	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
18	15	59/2	67/2	0.5	1/4	1/4	2/4	2	1		IV6(9#2)	D	I		IV6(9#2)	IV		6	9#2				M	0	0	8, 0, -1	1	-1	8
18	15	30	34	0.5	3/8	3/8	2/4	2	1		IV6	D	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
19	16	61/2	69/2	0.5	0	0	2/4	2	1		V(64)	D	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
19	16	31	35	0.5	1/8	1/8	2/4	2	1		V7	D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	16	63/2	71/2	1.0	1/4	1/4	2/4	2	1		I|PAC}	D	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
