mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
5	4	11	11	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	32						
5	4	12	12	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	33				9		
6	5	13	13	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	34						
6	5	13	13	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	35						
6	5	13	13	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	36						
6	5	55/4	55/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	37						
6	5	14	14	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	38						
6	5	15	15	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	39				10		
6	5	13	13	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	40						
6	5	55/4	55/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	41						
6	5	14	14	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	42						
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	43				11		
7	6	16	16	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	44						
7	6	18	18	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	45				12		
7	6	75/4	75/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	46						
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	47						
7	6	16	16	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	48						
7	6	67/4	67/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	49						
7	6	17	17	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	50						
7	6	18	18	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	51						
7	6	37/2	37/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	52						
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	53				13		
8	7	19	19	0.0	0	0	Spanner	3/4	1	1	0									0	
8	7	19	19	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	54				14	0	
8	7	39/2	39/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	55				14	0	
8	7	20	20	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	56				14	0	
8	7	41/2	41/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	57				14	0	
8	7	21	21	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	58				14	0	
8	7	87/4	87/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	59				14	0	
8	7	19	19	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	60					0	
8	7	21	21	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	61					0	
8	7	19	19	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	62						
8	7	39/2	39/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	63						
8	7	20	20	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	64						
8	7	41/2	41/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	65						
8	7	21	21	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	66				15		
8	7	87/4	87/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	67				15		
8	7	19	19	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	68						
8	7	21	21	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	69						
9	8	22	22	0.0	0	0	Spanner	3/4	1	1	0								14		
9	8	22	22	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	70				14		
9	8	23	23	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	71						
9	8	24	24	0.0	1/2	1/2	Dynamic	3/4	1	1	0					mf					
9	8	24	24	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	72				16		
9	8	22	22	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	73						
9	8	23	23	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	74						
9	8	22	22	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	75				15		
9	8	23	23	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	76						
9	8	24	24	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	77				17		
9	8	22	22	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	78						
9	8	23	23	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	79						
10	9	25	25	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	80						
10	9	25	25	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	81						
10	9	25	25	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	82						
10	9	103/4	103/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	83						
10	9	26	26	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	84						
10	9	27	27	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	85				18		
10	9	25	25	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	86						
10	9	103/4	103/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	87						
10	9	26	26	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	88						
10	9	27	27	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	89				19		
11	10	28	28	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	90						
11	10	30	30	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	91				20		
11	10	28	28	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	92						
11	10	115/4	115/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	93						
11	10	29	29	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	94						
11	10	30	30	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	95				21		
12	11	31	31	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	96						
12	11	127/4	127/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	97						
12	11	32	32	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	98						
12	11	33	33	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	99		articAccentAbove		22		
12	11	31	31	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	100						
12	11	127/4	127/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	101						
12	11	32	32	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	102						
12	11	33	33	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	103				23		
13	12	34	34	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	104						
13	12	139/4	139/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	105						
13	12	35	35	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	106						
13	12	36	36	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	107				24		
13	12	34	34	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	108						
13	12	139/4	139/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	109						
13	12	35	35	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	110						
13	12	36	36	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	111				25		
14	13	37	37	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	112						
14	13	37	37	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	113						
14	13	37	37	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	114						
14	13	151/4	151/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	115						
14	13	38	38	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	116						
14	13	39	39	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	117				26		
14	13	37	37	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	118						
14	13	151/4	151/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	119						
14	13	38	38	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	120						
14	13	39	39	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	121				27		
15	14	40	40	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	122						
15	14	42	42	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	123				28		
15	14	171/4	171/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	124						
15	14	42	42	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	125						
15	14	40	40	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	126						
15	14	163/4	163/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	127						
15	14	41	41	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	128						
15	14	42	42	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	129						
15	14	85/2	85/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	130						
15	14	42	42	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	131				29		
16	15	43	43	0.0	0	0	Spanner	3/4	1	1	0									1	
16	15	43	43	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	132				30	1	
16	15	87/2	87/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	133				30	1	
16	15	44	44	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	134				30	1	
16	15	89/2	89/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	135				30	1	
16	15	45	45	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	136				30	1	
16	15	183/4	183/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	137				30	1	
16	15	43	43	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	138					1	
16	15	45	45	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	139					1	
16	15	43	43	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	140						
16	15	87/2	87/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	141						
16	15	44	44	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	142						
16	15	89/2	89/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	143						
16	15	45	45	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	144				31		
16	15	183/4	183/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	145				31		
16	15	43	43	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	146						
16	15	45	45	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	147						
17	16	46	46	0.0	0	0	Spanner	3/4	1	1	0								30		
17	16	46	46	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	148				30		
17	16	47	47	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	149						
17	16	46	46	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	150						
17	16	47	47	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	151						
17	16	46	46	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	152				31		
17	16	47	47	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	153						
17	16	46	46	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	154						
17	16	47	47	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	155						
18	16	48	48	0.0	0	1/2	Dynamic	3/4	1	1	0					p					
18	16	48	48	0.5	0	1/2	Chord	3/4	1	1	1/8		1/8	1	156				32		
18	16	97/2	97/2	0.5	1/8	5/8	Chord	3/4	1	1	1/8		1/8	1	157				32		
18	16	48	48	1.0	0	1/2	Chord	3/4	1	2	1/4		1/4	1	158						
18	16	48	48	0.5	0	1/2	Chord	3/4	2	1	1/8		1/8	1	159						
18	16	97/2	97/2	0.5	1/8	5/8	Chord	3/4	2	1	1/8		1/8	1	160						
18	16	48	48	1.0	0	1/2	Chord	3/4	2	2	1/4		1/4	1	161				33		
19	17	49	49	0.0	0	0	Spanner	3/4	1	1	0								32	2	
19	17	49	49	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	162				32	2	
19	17	99/2	99/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	163				32	2	
19	17	50	50	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	164				32	2	
19	17	101/2	101/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	165				32	2	
19	17	51	51	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	166				32	2	
19	17	103/2	103/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	167				32	2	
19	17	49	49	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	168					2	
19	17	51	51	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	169					2	
19	17	49	49	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	170						
19	17	99/2	99/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	171						
19	17	50	50	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	172						
19	17	101/2	101/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	173						
19	17	51	51	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	174						
19	17	103/2	103/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	175						
19	17	49	49	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	176				33		
19	17	51	51	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	177				33		
20	18	52	52	0.0	0	0	Spanner	3/4	1	1	0								32		
20	18	52	52	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	178				32		
20	18	54	54	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	179				32		
20	18	109/2	109/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	180				32		
20	18	52	52	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	181						
20	18	54	54	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	182						
20	18	52	52	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	183						
20	18	54	54	0.0	1/2	1/2	Spanner	3/4	2	1	0										0
20	18	54	54	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	184						0
20	18	52	52	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	185				33		0
20	18	105/2	105/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	186				33		0
20	18	53	53	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	187				33		0
20	18	107/2	107/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	188				33		0
20	18	54	54	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	189				33		0
20	18	109/2	109/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	190				33		0
21	19	55	55	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	191				32		
21	19	56	56	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	192				32		
21	19	57	57	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	193				32		
21	19	55	55	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	194						
21	19	56	56	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	195						
21	19	113/2	113/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	196						
21	19	57	57	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	197						
21	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	198						
21	19	55	55	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	199						0
21	19	56	56	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	200						0
21	19	57	57	0.0	1/2	1/2	Spanner	3/4	2	1	0										
21	19	57	57	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	201						
21	19	55	55	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	202				33		
21	19	111/2	111/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	203				33		
21	19	56	56	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	204				33		
21	19	113/2	113/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	205				33		
21	19	57	57	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	206				33		
21	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	207				33		
22	20	58	58	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	208				32		
22	20	60	60	0.0	1/2	1/2	Spanner	3/4	1	1	0									3	
22	20	60	60	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	209				34	3	
22	20	58	58	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	210					3	
22	20	117/2	117/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	211					3	
22	20	59	59	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	212					3	
22	20	119/2	119/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	213					3	
22	20	60	60	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	214					3	
22	20	121/2	121/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	215					3	
22	20	58	58	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	216						
22	20	60	60	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	217						
22	20	58	58	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	218				33		
22	20	60	60	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	219				35		
22	20	121/2	121/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	220				35		
22	20	58	58	0.5	0	0	Chord	3/4	2	3	1/8		1/8	1	221						
22	20	117/2	117/2	0.5	1/8	1/8	Chord	3/4	2	3	1/8		1/8	1	222						
22	20	59	59	0.5	1/4	1/4	Chord	3/4	2	3	1/8		1/8	1	223						
22	20	119/2	119/2	0.5	3/8	3/8	Chord	3/4	2	3	1/8		1/8	1	224						
23	21	61	61	0.0	0	0	Dynamic	3/4	1	1	0					p					
23	21	61	61	0.0	0	0	Spanner	3/4	1	1	0										
23	21	61	61	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	225						
23	21	61	61	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	226						
23	21	61	61	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	227						
23	21	247/4	247/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	228						
23	21	62	62	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	229						
23	21	63	63	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	230				36		
23	21	61	61	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	231						
23	21	247/4	247/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	232						
23	21	62	62	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	233						
23	21	63	63	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	234				37		
24	22	64	64	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	235						
24	22	66	66	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	236				38		
24	22	64	64	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	237						
24	22	259/4	259/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	238						
24	22	65	65	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	239						
24	22	66	66	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	240				39		
25	23	67	67	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	241						
25	23	271/4	271/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	242						
25	23	68	68	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	243						
25	23	69	69	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	244		articAccentAbove				
25	23	67	67	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	245						
25	23	271/4	271/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	246						
25	23	68	68	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	247						
25	23	69	69	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	248						
25	23	69	69	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	249				40		
25	23	139/2	139/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	250				40		
26	24	70	70	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	251						
26	24	283/4	283/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	252						
26	24	71	71	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	253						
26	24	72	72	0.0	1/2	1/2	Dynamic	3/4	1	1	0					mf					
26	24	72	72	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	254				41		
26	24	70	70	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	255						
26	24	283/4	283/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	256						
26	24	71	71	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	257						
26	24	72	72	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	258				42		
27	25	73	73	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	259						
27	25	73	73	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	260						
27	25	73	73	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	261						
27	25	295/4	295/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	262						
27	25	74	74	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	263						
27	25	75	75	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	264				43		
27	25	303/4	303/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	265						
27	25	75	75	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	266						
27	25	73	73	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	267						
27	25	295/4	295/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	268						
27	25	74	74	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	269						
27	25	75	75	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	270				44		
28	26	76	76	0.0	0	0	Spanner	3/4	1	1	0									4	
28	26	76	76	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	271				45	4	
28	26	153/2	153/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	272				45	4	
28	26	77	77	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	273				45	4	
28	26	155/2	155/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	274				45	4	
28	26	78	78	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	275				45	4	
28	26	157/2	157/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	276				45	4	
28	26	78	78	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	277					4	
28	26	76	76	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	278				46		
28	26	153/2	153/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	279				46		
28	26	77	77	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	280				46		
28	26	155/2	155/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	281				46		
28	26	78	78	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	282				46		
28	26	157/2	157/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	283				46		
28	26	76	76	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	284						
28	26	78	78	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	285						
