mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
29	27	79	79	0.0	0	0	StaffText	3/4	1	1	0							"<i><font size=""12""/>ritard.</i>"	45		
29	27	79	79	0.0	0	0	Spanner	3/4	1	1	0								45		
29	27	79	79	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	286				45		
29	27	81	81	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	287				45		
29	27	79	79	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	288						
29	27	79	79	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	289				46		
29	27	159/2	159/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	290				46		
29	27	80	80	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	291				46		
29	27	161/2	161/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	292						
29	27	81	81	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	293						
29	27	163/2	163/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	294						
29	27	79	79	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	295						
29	27	79	79	2.0	0	0	Chord	3/4	2	3	1/2		1/2	1	296						
29	27	81	81	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	297						
30	28	82	82	0.0	0	0	Spanner	3/4	1	1	0								45		1
30	28	82	82	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	298				45		1
30	28	83	83	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	299						1
30	28	82	82	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	300						1
30	28	83	83	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	301						1
30	28	82	82	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	302						
30	28	83	83	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	303						
30	28	82	82	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	304						
31	28	84	84	0.0	0	1/2	Dynamic	3/4	1	1	0					p					
31	28	84	84	0.0	0	1/2	Spanner	3/4	1	1	0										
31	28	84	84	0.5	0	1/2	Chord	3/4	1	1	1/8		1/8	1	305				47		
31	28	169/2	169/2	0.5	1/8	5/8	Chord	3/4	1	1	1/8		1/8	1	306				47		
31	28	84	84	1.0	0	1/2	Chord	3/4	1	2	1/4		1/4	1	307						
31	28	84	84	0.5	0	1/2	Chord	3/4	2	1	1/8		1/8	1	308						
31	28	169/2	169/2	0.5	1/8	5/8	Chord	3/4	2	1	1/8		1/8	1	309						
31	28	84	84	1.0	0	1/2	Chord	3/4	2	2	1/4		1/4	1	310				48		
32	29	85	85	0.0	0	0	Spanner	3/4	1	1	0								47	5	
32	29	85	85	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	311				47	5	
32	29	171/2	171/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	312				47	5	
32	29	86	86	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	313				47	5	
32	29	173/2	173/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	314				47	5	
32	29	87	87	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	315				47	5	
32	29	175/2	175/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	316				47	5	
32	29	85	85	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	317					5	
32	29	87	87	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	318					5	
32	29	85	85	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	319						
32	29	171/2	171/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	320						
32	29	86	86	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	321						
32	29	173/2	173/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	322						
32	29	87	87	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	323						
32	29	175/2	175/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	324						
32	29	85	85	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	325				48		
32	29	87	87	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	326				48		
33	30	88	88	0.0	0	0	Spanner	3/4	1	1	0								47		
33	30	88	88	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	327				47		
33	30	90	90	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	328				47		
33	30	181/2	181/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	329				47		
33	30	88	88	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	330						
33	30	90	90	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	331						
33	30	88	88	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	332						
33	30	90	90	0.0	1/2	1/2	Spanner	3/4	2	1	0										2
33	30	90	90	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	333						2
33	30	88	88	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	334				48		2
33	30	177/2	177/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	335				48		2
33	30	89	89	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	336				48		2
33	30	179/2	179/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	337				48		2
33	30	90	90	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	338				48		2
33	30	181/2	181/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	339				48		2
34	31	91	91	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	340				47		
34	31	92	92	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	341				47		
34	31	93	93	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	342				47		
34	31	91	91	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	343						
34	31	92	92	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	344						
34	31	185/2	185/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	345						
34	31	93	93	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	346						
34	31	187/2	187/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	347						
34	31	91	91	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	348						2
34	31	92	92	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	349						2
34	31	93	93	0.0	1/2	1/2	Spanner	3/4	2	1	0										
34	31	93	93	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	350						
34	31	91	91	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	351				48		
34	31	183/2	183/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	352				48		
34	31	92	92	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	353				48		
34	31	185/2	185/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	354				48		
34	31	93	93	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	355				48		
34	31	187/2	187/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	356				48		
35	32	94	94	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	357				47		
35	32	96	96	0.0	1/2	1/2	Spanner	3/4	1	1	0									6	
35	32	96	96	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	358				49	6	
35	32	94	94	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	359					6	
35	32	189/2	189/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	360					6	
35	32	95	95	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	361					6	
35	32	191/2	191/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	362					6	
35	32	96	96	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	363					6	
35	32	193/2	193/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	364					6	
35	32	94	94	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	365						
35	32	96	96	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	366						
35	32	94	94	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	367				48		
35	32	96	96	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	368				50		
35	32	193/2	193/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	369				50		
35	32	94	94	0.5	0	0	Chord	3/4	2	3	1/8		1/8	1	370						
35	32	189/2	189/2	0.5	1/8	1/8	Chord	3/4	2	3	1/8		1/8	1	371						
35	32	95	95	0.5	1/4	1/4	Chord	3/4	2	3	1/8		1/8	1	372						
35	32	191/2	191/2	0.5	3/8	3/8	Chord	3/4	2	3	1/8		1/8	1	373						
36	33	97	97	0.0	0	0	Dynamic	3/4	1	1	0					p					
36	33	97	97	0.0	0	0	Spanner	3/4	1	1	0										
36	33	97	97	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	374						
36	33	97	97	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	375						
36	33	97	97	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	376						
36	33	391/4	391/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	377						
36	33	98	98	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	378						
36	33	99	99	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	379				51		
36	33	97	97	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	380						
36	33	391/4	391/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	381						
36	33	98	98	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	382						
36	33	99	99	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	383				52		
37	34	100	100	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	384						
37	34	102	102	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	385				53		
37	34	100	100	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	386						
37	34	403/4	403/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	387						
37	34	101	101	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	388						
37	34	102	102	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	389				54		
38	35	103	103	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	390						
38	35	415/4	415/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	391						
38	35	104	104	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	392						
38	35	105	105	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	393		articAccentAbove				
38	35	103	103	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	394						
38	35	415/4	415/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	395						
38	35	104	104	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	396						
38	35	105	105	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	397						
38	35	105	105	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	398				55		
38	35	211/2	211/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	399				55		
39	36	106	106	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	400						
39	36	427/4	427/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	401						
39	36	107	107	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	402						
39	36	108	108	0.0	1/2	1/2	Dynamic	3/4	1	1	0					mf					
39	36	108	108	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	403				56		
39	36	106	106	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	404						
39	36	427/4	427/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	405						
39	36	107	107	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	406						
39	36	108	108	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	407				57		
40	37	109	109	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	408						
40	37	109	109	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	409						
40	37	109	109	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	410						
40	37	439/4	439/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	411						
40	37	110	110	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	412						
40	37	111	111	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	413				58		
40	37	447/4	447/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	414						
40	37	111	111	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	415						
40	37	109	109	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	416						
40	37	439/4	439/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	417						
40	37	110	110	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	418						
40	37	111	111	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	419				59		
41	38	112	112	0.0	0	0	Spanner	3/4	1	1	0									7	
41	38	112	112	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	420				60	7	
41	38	225/2	225/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	421				60	7	
41	38	113	113	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	422				60	7	
41	38	227/2	227/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	423				60	7	
41	38	114	114	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	424				60	7	
41	38	229/2	229/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	425				60	7	
41	38	114	114	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	426					7	
41	38	112	112	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	427				61		
41	38	225/2	225/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	428				61		
41	38	113	113	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	429				61		
41	38	227/2	227/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	430				61		
41	38	114	114	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	431				61		
41	38	229/2	229/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	432				61		
41	38	112	112	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	433						
41	38	114	114	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	434						
42	39	115	115	0.0	0	0	StaffText	3/4	1	1	0							"<i><font size=""12""/>ritard.</i>"	60		
42	39	115	115	0.0	0	0	Spanner	3/4	1	1	0								60		
42	39	115	115	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	435				60		
42	39	117	117	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	436				60		
42	39	115	115	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	437						
42	39	115	115	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	438				61		
42	39	231/2	231/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	439				61		
42	39	116	116	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	440				61		
42	39	233/2	233/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	441						
42	39	117	117	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	442						
42	39	235/2	235/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	443						
42	39	115	115	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	444						
42	39	115	115	2.0	0	0	Chord	3/4	2	3	1/2		1/2	1	445						
42	39	117	117	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	446						
43	40	118	118	0.0	0	0	Spanner	3/4	1	1	0								60		3
43	40	118	118	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	447				60		3
43	40	119	119	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	448						3
43	40	120	120	0.0	1/2	1/2	Spanner	3/4	1	1	0										
43	40	118	118	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	449						
43	40	119	119	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	450						
43	40	118	118	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	451						
43	40	119	119	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	452						
43	40	118	118	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	453						
