mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	270				22		
34	34	67	67	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	271				22		
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	272				22		
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	273				21		
35	35	69	69	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	274				21		
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	275				21		
35	35	68	68	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	276						
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	277						
35	35	69	69	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	278						
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	279						
35	35	68	68	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	280				22		
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	281				22		
35	35	69	69	0.75	1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	282				22		
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	283				22		
36	36	70	70	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	284				21		
36	36	71	71	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	285						
36	36	70	70	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	286				22		
36	36	71	71	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	287				22		
36	36	70	70	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	288						
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	289						
36	36	71	71	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	290						
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	291						
37	37	72	72	0.0	0	0	Dynamic	2/4	1	1	0				pp					
37	37	72	72	0.0	0	0	StaffText	2/4	1	1	0						Schneller			
37	37	289/4	289/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	292		articStaccatoBelow				
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	293		articStaccatoBelow				
37	37	293/4	293/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	294		articStaccatoBelow				
37	37	295/4	295/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	295		articStaccatoBelow				
37	37	72	72	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	296				23		
37	37	145/2	145/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	297				23		
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	298				23		
37	37	73	73	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	299				23		
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	300				23		
38	38	297/4	297/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	301		articStaccatoBelow				
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	302		articStaccatoBelow				
38	38	301/4	301/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	303		articStaccatoBelow				
38	38	303/4	303/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	304		articAccentBelow				
38	38	74	74	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	305				23		
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	306				23		
38	38	75	75	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	307						
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	308				24		
39	39	305/4	305/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	309		articStaccatoBelow				
39	39	307/4	307/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	310		articStaccatoBelow				
39	39	309/4	309/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	311		articStaccatoBelow				
39	39	311/4	311/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	312		articStaccatoBelow				
39	39	76	76	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	313				24		
39	39	153/2	153/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	314				24		
39	39	307/4	307/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	315				24		
39	39	77	77	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	316				24		
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	317				24		
40	40	313/4	313/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	318		articStaccatoBelow				
40	40	315/4	315/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	319		articStaccatoBelow				
40	40	317/4	317/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	320						
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	321		articAccentBelow				
40	40	78	78	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	322				24		
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	323				24		
40	40	79	79	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	324						
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	325		articAccentBelow				
41	41	80	80	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	326		articStaccatoAbove		25		
41	41	81	81	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	327				25		
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	328						
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	329				26		
41	41	81	81	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	330				26		
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	331				26		
42	42	82	82	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	332				27		
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	333				27		
42	42	83	83	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	334				27		
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	335				27		
42	42	165/2	165/2	1.0	1/8	1/8	Chord	2/4	1	2	1/4	1/4	1	336						
42	42	82	82	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	337				26		
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	338				26		
43	43	84	84	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	339				27		
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	340				27		
43	43	85	85	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	341				27		
43	43	343/4	343/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	342				27		
43	43	84	84	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	343						
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	344						
43	43	85	85	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	345						
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	346						
43	43	84	84	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	347				26		
43	43	85	85	0.75	1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	348				26		
43	43	343/4	343/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	349				26		
44	44	86	86	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	350				27		
44	44	87	87	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	351						
44	44	86	86	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	352				26		
44	44	87	87	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	353				26		
44	44	86	86	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	354						
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	355						
44	44	87	87	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	356						
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	357						
45	45	88	88	0.0	0	0	Dynamic	2/4	1	1	0				p					
45	45	177/2	177/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	358				28		
45	45	89	89	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	359				28		
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	360				28		
45	45	88	88	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	361		articStaccatoAbove				
45	45	89	89	0.75	1/4	1/4	Chord	2/4	2	1	3/16	1/8	3/2	362		articStaccatoAbove				
45	45	359/4	359/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	363		articStaccatoAbove				
45	45	88	88	2.0	0	0	Chord	2/4	2	2	1/2	1/2	1	364						
46	46	90	90	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	365				28		
46	46	90	90	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	366				29		
46	46	181/2	181/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	367				29		
46	46	91	91	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	368				29		
46	46	183/2	183/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	369				29		
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	370				28		
47	47	93	93	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	371				28		
47	47	375/4	375/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	372						
47	47	92	92	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	373						
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	374						
47	47	93	93	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	375						
47	47	375/4	375/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	376						
47	47	92	92	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	377				29		
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	378				29		
47	47	93	93	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	379				29		
47	47	375/4	375/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	380						
48	48	94	94	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	381				30		
48	48	95	95	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	382						
48	48	94	94	2.0	0	0	Chord	2/4	2	1	1/2	1/2	1	383						
48	48	94	94	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	384				31		
48	48	95	95	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	385						
